drug1	drug2	Label
DB01156	DB09238	47
DB00988	DB00549	47
DB01136	DB01151	47
DB01136	DB01156	47
DB00749	DB06414	47
DB00988	DB00544	47
DB00694	DB01149	47
DB00635	DB09074	47
DB00568	DB00268	47
DB00496	DB00477	47
DB00496	DB00476	47
DB00869	DB01167	47
DB00496	DB00472	47
DB00568	DB00263	47
DB04840	DB01075	47
DB01296	DB09118	47
DB01183	DB01259	47
DB00682	DB01149	47
DB00195	DB00472	47
DB09262	DB00227	47
DB00195	DB00477	47
DB01218	DB01242	47
DB00544	DB06595	47
DB00327	DB00951	47
DB12161	DB00857	47
DB01131	DB09198	47
DB01179	DB00343	47
DB00904	DB01263	47
DB00188	DB00263	47
DB00818	DB00338	47
DB01028	DB00363	47
DB00495	DB09054	47
DB06144	DB00501	47
DB06144	DB00503	47
DB06144	DB00502	47
DB00201	DB00215	47
DB00661	DB00446	47
DB01426	DB08893	47
DB06626	DB00501	47
DB01229	DB00412	47
DB00608	DB01072	47
DB01016	DB00622	47
DB04868	DB00661	47
DB00307	DB00283	47
DB01628	DB00857	47
DB01138	DB00227	47
DB01138	DB00220	47
DB01424	DB00359	47
DB01114	DB06708	47
DB00297	DB00379	47
DB00637	DB00195	47
DB00637	DB00196	47
DB00637	DB00199	47
DB00836	DB00976	47
DB01589	DB08865	47
DB04835	DB08865	47
DB01068	DB01026	47
DB00818	DB05219	47
DB06203	DB00188	47
DB01124	DB01129	47
DB00936	DB05219	47
DB00943	DB01124	47
DB00831	DB00208	47
DB09389	DB00320	47
DB00831	DB00201	47
DB01259	DB00705	47
DB00831	DB00207	47
DB01072	DB01124	47
DB00398	DB01259	47
DB00448	DB08873	47
DB06725	DB00196	47
DB01131	DB09074	47
DB00530	DB12332	47
DB00316	DB00277	47
DB00321	DB09119	47
DB00327	DB08893	47
DB00201	DB01167	47
DB00672	DB00398	47
DB01104	DB00359	47
DB01098	DB00976	47
DB06626	DB12332	47
DB00518	DB04855	47
DB00904	DB05219	47
DB01268	DB01141	47
DB00361	DB08865	47
DB01268	DB01149	47
DB01174	DB00446	47
DB06725	DB00224	47
DB06725	DB00227	47
DB00908	DB00205	47
DB00502	DB00622	47
DB00343	DB00622	47
DB01595	DB04868	47
DB00564	DB00285	47
DB00564	DB00283	47
DB05521	DB00257	47
DB00619	DB00752	47
DB05521	DB00254	47
DB09183	DB00477	47
DB09183	DB00476	47
DB09183	DB00472	47
DB00356	DB01601	47
DB00321	DB00736	47
DB01098	DB00398	47
DB00401	DB08873	47
DB05351	DB06636	47
DB00755	DB01151	47
DB00852	DB00857	47
DB00448	DB09054	47
DB01221	DB00338	47
DB00398	DB00619	47
DB00575	DB06636	47
DB00170	DB12332	47
DB05271	DB00932	47
DB01037	DB00745	47
DB00672	DB01118	47
DB00327	DB01029	47
DB12001	DB09074	47
DB01067	DB01149	47
DB00755	DB01118	47
DB00741	DB04868	47
DB00772	DB01151	47
DB09068	DB00203	47
DB09068	DB00205	47
DB00946	DB00257	47
DB00495	DB00091	47
DB09068	DB00208	47
DB00694	DB00379	47
DB00321	DB00195	47
DB00379	DB04896	47
DB01591	DB06697	47
DB00207	DB06636	47
DB00701	DB01072	47
DB00759	DB00320	47
DB00701	DB01075	47
DB08918	DB04868	47
DB03756	DB00544	47
DB03756	DB00549	47
DB09555	DB01601	47
DB00433	DB01149	47
DB00495	DB00544	47
DB00495	DB00549	47
DB01126	DB00661	47
DB01166	DB06697	47
DB01392	DB00619	47
DB01177	DB00458	47
DB01186	DB00270	47
DB06738	DB00976	47
DB01028	DB04855	47
DB01274	DB01403	47
DB01103	DB00227	47
DB01103	DB00224	47
DB01103	DB00220	47
DB00446	DB12332	47
DB00285	DB00951	47
DB13874	DB09039	47
DB00433	DB00363	47
DB00402	DB00582	47
DB00962	DB08873	47
DB06145	DB00582	47
DB00379	DB04855	47
DB01559	DB01241	47
DB01240	DB00705	47
DB11614	DB00544	47
DB00857	DB01029	47
DB11614	DB09198	47
DB00806	DB09120	47
DB11614	DB00549	47
DB00924	DB00379	47
DB01115	DB01167	47
DB00706	DB00257	47
DB00706	DB00254	47
DB01591	DB00976	47
DB00741	DB00246	47
DB08907	DB01167	47
DB00295	DB06697	47
DB00956	DB00951	47
DB00549	DB01319	47
DB06738	DB00398	47
DB01179	DB00661	47
DB00812	DB06414	47
DB00768	DB01211	47
DB01466	DB00501	47
DB11614	DB00745	47
DB01466	DB00503	47
DB01466	DB00502	47
DB00482	DB01026	47
DB00315	DB06595	47
DB06605	DB09167	47
DB01218	DB00195	47
DB00184	DB00908	47
DB00184	DB00907	47
DB00482	DB01029	47
DB00091	DB09031	47
DB05109	DB08816	47
DB00699	DB00622	47
DB01274	DB00752	47
DB01006	DB00270	47
DB00396	DB00544	47
DB00969	DB06595	47
DB00927	DB09120	47
DB06292	DB08865	47
DB00396	DB09119	47
DB00250	DB00285	47
DB00829	DB00398	47
DB00250	DB00283	47
DB06292	DB09198	47
DB01559	DB00199	47
DB01559	DB00196	47
DB00857	DB00379	47
DB00379	DB00320	47
DB09396	DB00203	47
DB00285	DB00227	47
DB09396	DB00208	47
DB00784	DB01124	47
DB01256	DB00320	47
DB00475	DB04871	47
DB00612	DB00243	47
DB00612	DB00246	47
DB00201	DB09198	47
DB01018	DB01015	47
DB00248	DB01626	47
DB11613	DB01211	47
DB01107	DB00622	47
DB06204	DB04868	47
DB01588	DB01167	47
DB00784	DB01129	47
DB06144	DB00264	47
DB00455	DB01685	47
DB06144	DB00263	47
DB00836	DB09167	47
DB00455	DB09054	47
DB00327	DB01263	47
DB00589	DB04871	47
DB00425	DB00398	47
DB00514	DB00446	47
DB00514	DB00440	47
DB00528	DB00343	47
DB01211	DB01171	47
DB00959	DB00199	47
DB00295	DB00333	47
DB00959	DB00196	47
DB11362	DB01232	47
DB00812	DB00322	47
DB04574	DB00268	47
DB00990	DB01149	47
DB04574	DB00263	47
DB00744	DB08816	47
DB00751	DB00997	47
DB00521	DB00501	47
DB00521	DB00502	47
DB00521	DB00503	47
DB00959	DB04855	47
DB05541	DB00678	47
DB01009	DB01241	47
DB01544	DB00184	47
DB05271	DB09054	47
DB00347	DB01171	47
DB12026	DB01319	47
DB00281	DB09167	47
DB01544	DB00188	47
DB05271	DB01601	47
DB01183	DB00320	47
DB00870	DB09167	47
DB00864	DB00857	47
DB04572	DB09065	47
DB09053	DB01156	47
DB00852	DB08893	47
DB01107	DB06708	47
DB06742	DB01319	47
DB00814	DB01685	47
DB00617	DB00320	47
DB00617	DB00322	47
DB00768	DB01026	47
DB04572	DB00582	47
DB00751	DB01118	47
DB01074	DB00857	47
DB00969	DB00322	47
DB00622	DB00268	47
DB00554	DB00313	47
DB00788	DB01118	47
DB01588	DB00343	47
DB09389	DB01263	47
DB00278	DB00582	47
DB00796	DB01097	47
DB00932	DB06708	47
DB04920	DB06595	47
DB11362	DB00619	47
DB01062	DB12332	47
DB00475	DB00705	47
DB00297	DB09198	47
DB01114	DB00420	47
DB04946	DB00215	47
DB00250	DB00273	47
DB00604	DB01029	47
DB08931	DB06636	47
DB00546	DB00582	47
DB00328	DB06413	47
DB00208	DB00273	47
DB01589	DB00208	47
DB06701	DB09238	47
DB00328	DB06414	47
DB01589	DB00203	47
DB01118	DB01685	47
DB01589	DB00205	47
DB01466	DB00997	47
DB01431	DB00661	47
DB00336	DB00622	47
DB06264	DB09198	47
DB06737	DB06414	47
DB08901	DB04868	47
DB08931	DB00675	47
DB00444	DB00270	47
DB00444	DB00273	47
DB08896	DB00188	47
DB00568	DB00715	47
DB00176	DB09118	47
DB06016	DB01149	47
DB00404	DB12332	47
DB00851	DB00951	47
DB06684	DB00477	47
DB06684	DB00472	47
DB01259	DB01015	47
DB08439	DB00338	47
DB00458	DB01232	47
DB08906	DB00661	47
DB00845	DB00196	47
DB00845	DB00199	47
DB00091	DB01321	47
DB01071	DB00622	47
DB00471	DB00705	47
DB05271	DB08873	47
DB00370	DB00196	47
DB00370	DB00195	47
DB00912	DB00440	47
DB01409	DB01211	47
DB01216	DB08865	47
DB00338	DB09198	47
DB06414	DB00544	47
DB00997	DB00715	47
DB00748	DB01211	47
DB00604	DB09238	47
DB00918	DB09074	47
DB05294	DB05521	47
DB09570	DB00359	47
DB00327	DB01026	47
DB00762	DB00215	47
DB00502	DB00907	47
DB00866	DB01242	47
DB00909	DB00263	47
DB01621	DB01149	47
DB00947	DB00661	47
DB00358	DB01118	47
DB01218	DB08880	47
DB05351	DB00736	47
DB01392	DB04868	47
DB00862	DB00661	47
DB01114	DB08893	47
DB00370	DB01129	47
DB04938	DB00715	47
DB06203	DB00619	47
DB00972	DB00745	47
DB00540	DB01232	47
DB00448	DB06636	47
DB06176	DB00705	47
DB06204	DB09167	47
DB00440	DB09054	47
DB00514	DB01118	47
DB01065	DB01124	47
DB00444	DB01601	47
DB00440	DB06636	47
DB01320	DB08880	47
DB00420	DB00338	47
DB13874	DB01211	47
DB00845	DB01319	47
DB12332	DB05521	47
DB01060	DB00176	47
DB00647	DB01149	47
DB00852	DB00752	47
DB08906	DB01319	47
DB01588	DB04855	47
DB01041	DB00196	47
DB01424	DB01319	47
DB01624	DB01156	47
DB01065	DB00745	47
DB00603	DB00091	47
DB00502	DB00277	47
DB01012	DB01118	47
DB00682	DB09054	47
DB00409	DB01012	47
DB01195	DB00908	47
DB00281	DB00246	47
DB01195	DB00907	47
DB09396	DB01263	47
DB09396	DB01264	47
DB09204	DB01611	47
DB01621	DB00363	47
DB09053	DB00496	47
DB01192	DB00289	47
DB01041	DB00220	47
DB01192	DB00285	47
DB01041	DB00224	47
DB01041	DB00227	47
DB00321	DB00997	47
DB00297	DB01171	47
DB08865	DB01319	47
DB09123	DB00188	47
DB01128	DB01149	47
DB01192	DB01156	47
DB01192	DB01151	47
DB00678	DB00549	47
DB00753	DB00184	47
DB00674	DB01242	47
DB00755	DB08873	47
DB08901	DB00715	47
DB06209	DB00176	47
DB06209	DB00177	47
DB00910	DB00270	47
DB00395	DB00446	47
DB00678	DB00544	47
DB01129	DB12332	47
DB00738	DB00320	47
DB01206	DB09238	47
DB00531	DB09238	47
DB06176	DB01151	47
DB00945	DB00169	47
DB06016	DB00482	47
DB00744	DB00379	47
DB01138	DB00440	47
DB00726	DB06413	47
DB01242	DB01232	47
DB00448	DB09119	47
DB01075	DB00188	47
DB00738	DB00496	47
DB00518	DB01211	47
DB00675	DB00281	47
DB12070	DB00908	47
DB09236	DB00199	47
DB08895	DB06413	47
DB08895	DB06414	47
DB00593	DB00091	47
DB06155	DB01118	47
DB06292	DB00908	47
DB04846	DB00263	47
DB01036	DB09120	47
DB06209	DB06636	47
DB00933	DB00472	47
DB00933	DB00477	47
DB00933	DB00476	47
DB00694	DB00176	47
DB00495	DB00582	47
DB00914	DB01403	47
DB00184	DB01211	47
DB00694	DB05521	47
DB06701	DB00420	47
DB00744	DB01026	47
DB05109	DB09120	47
DB04930	DB01104	47
DB01097	DB00440	47
DB01171	DB01601	47
DB00796	DB00205	47
DB12267	DB04868	47
DB00796	DB00208	47
DB00316	DB01149	47
DB01124	DB01023	47
DB01124	DB01026	47
DB01223	DB04868	47
DB01020	DB01211	47
DB00495	DB00705	47
DB00706	DB00091	47
DB00568	DB12332	47
DB01295	DB01611	47
DB00613	DB00257	47
DB01067	DB05812	47
DB01223	DB06595	47
DB01138	DB09238	47
DB00568	DB09039	47
DB08918	DB09238	47
DB01174	DB05219	47
DB01296	DB00625	47
DB01296	DB00622	47
DB00983	DB06413	47
DB00637	DB00257	47
DB00637	DB00254	47
DB00472	DB01072	47
DB01104	DB09119	47
DB06210	DB09120	47
DB00863	DB00715	47
DB01110	DB00619	47
DB00934	DB00257	47
DB01431	DB00343	47
DB01124	DB01685	47
DB01023	DB12332	47
DB00860	DB12332	47
DB04930	DB00270	47
DB01159	DB01211	47
DB01244	DB00268	47
DB00268	DB00208	47
DB00220	DB00289	47
DB00268	DB00207	47
DB00268	DB00201	47
DB00268	DB00203	47
DB00203	DB00705	47
DB08828	DB00196	47
DB05271	DB00715	47
DB08828	DB00199	47
DB12483	DB00263	47
DB01107	DB00420	47
DB00396	DB04868	47
DB01114	DB09054	47
DB01171	DB00268	47
DB11560	DB09198	47
DB11574	DB00246	47
DB01018	DB00705	47
DB01171	DB00263	47
DB11828	DB00289	47
DB00316	DB00363	47
DB11828	DB00283	47
DB11828	DB00285	47
DB00289	DB09198	47
DB01435	DB01156	47
DB01435	DB01151	47
DB09026	DB01211	47
DB00246	DB06595	47
DB06144	DB00715	47
DB01624	DB00496	47
DB00661	DB00224	47
DB00661	DB00220	47
DB00482	DB00208	47
DB13179	DB08873	47
DB01229	DB00622	47
DB01229	DB00625	47
DB00356	DB04871	47
DB00482	DB00205	47
DB12026	DB00208	47
DB12026	DB00207	47
DB00588	DB00343	47
DB00842	DB01319	47
DB12026	DB00203	47
DB12026	DB00201	47
DB00768	DB04855	47
DB01544	DB00343	47
DB11915	DB00608	47
DB00592	DB08893	47
DB00731	DB00338	47
DB00731	DB00333	47
DB00203	DB01075	47
DB00933	DB00951	47
DB00661	DB00677	47
DB01274	DB00951	47
DB00451	DB09054	47
DB01136	DB00907	47
DB04840	DB00176	47
DB01186	DB01247	47
DB01136	DB00908	47
DB11560	DB06414	47
DB08828	DB00224	47
DB08828	DB00227	47
DB08828	DB00220	47
DB00193	DB00997	47
DB00651	DB00501	47
DB04574	DB09198	47
DB00521	DB00420	47
DB01028	DB00257	47
DB00701	DB08893	47
DB01028	DB00254	47
DB00608	DB00176	47
DB00943	DB08893	47
DB01349	DB00582	47
DB01107	DB08893	47
DB00245	DB09198	47
DB00705	DB01149	47
DB06739	DB08873	47
DB01355	DB09074	47
DB00324	DB00343	47
DB00373	DB01075	47
DB00842	DB00199	47
DB00328	DB01685	47
DB06789	DB01264	47
DB00842	DB00196	47
DB06789	DB01263	47
DB01197	DB00215	47
DB01216	DB04868	47
DB00949	DB01072	47
DB00379	DB00501	47
DB01274	DB08816	47
DB01177	DB01601	47
DB00297	DB01232	47
DB01138	DB08880	47
DB00924	DB01601	47
DB01039	DB00243	47
DB01039	DB00246	47
DB01131	DB01026	47
DB01015	DB05812	47
DB00883	DB09074	47
DB00318	DB01211	47
DB01131	DB01029	47
DB00307	DB00661	47
DB00336	DB00208	47
DB00222	DB00338	47
DB00592	DB01118	47
DB00953	DB06290	47
DB06603	DB00320	47
DB00333	DB00412	47
DB01349	DB01232	47
DB01186	DB01319	47
DB05676	DB01264	47
DB05676	DB01263	47
DB00617	DB01232	47
DB00636	DB00976	47
DB06268	DB00196	47
DB00990	DB00203	47
DB00518	DB00254	47
DB00518	DB00257	47
DB00377	DB00622	47
DB00990	DB00208	47
DB00748	DB00320	47
DB00748	DB00322	47
DB00215	DB00976	47
DB00814	DB01232	47
DB01159	DB01097	47
DB01190	DB04855	47
DB00997	DB01151	47
DB01194	DB00257	47
DB01194	DB00254	47
DB01179	DB01072	47
DB00675	DB01241	47
DB00983	DB00715	47
DB00694	DB00320	47
DB00316	DB00715	47
DB00953	DB00176	47
DB01039	DB01118	47
DB01197	DB08893	47
DB00539	DB06595	47
DB00338	DB00320	47
DB00338	DB00322	47
DB06738	DB01232	47
DB00701	DB00177	47
DB00701	DB00176	47
DB01429	DB00363	47
DB05381	DB01124	47
DB01196	DB01026	47
DB00471	DB00622	47
DB00402	DB00263	47
DB00296	DB08893	47
DB00184	DB01151	47
DB00712	DB00338	47
DB00248	DB00208	47
DB00617	DB00549	47
DB00617	DB00544	47
DB01115	DB00608	47
DB00239	DB01171	47
DB08868	DB00496	47
DB00377	DB06708	47
DB06204	DB09198	47
DB00409	DB00496	47
DB01274	DB00544	47
DB01132	DB00661	47
DB01274	DB00549	47
DB01100	DB09120	47
DB01435	DB00496	47
DB00570	DB00169	47
DB00546	DB01241	47
DB01544	DB00207	47
DB11581	DB00705	47
DB01591	DB01232	47
DB00908	DB01132	47
DB00426	DB01167	47
DB01435	DB01601	47
DB00514	DB01211	47
DB00481	DB08865	47
DB01015	DB01124	47
DB00829	DB00213	47
DB00708	DB08865	47
DB00829	DB00215	47
DB01095	DB01263	47
DB01466	DB00715	47
DB01200	DB00263	47
DB00379	DB00285	47
DB00379	DB00283	47
DB08865	DB00208	47
DB01544	DB00208	47
DB00469	DB01685	47
DB08865	DB00203	47
DB00379	DB00289	47
DB00327	DB01095	47
DB00327	DB01097	47
DB01418	DB00705	47
DB00435	DB00379	47
DB00222	DB09238	47
DB00454	DB09119	47
DB00612	DB00169	47
DB01228	DB00907	47
DB01228	DB00908	47
DB11614	DB01403	47
DB00317	DB01319	47
DB00498	DB01138	47
DB00604	DB00745	47
DB00604	DB00215	47
DB11817	DB09065	47
DB00604	DB00213	47
DB06770	DB01012	47
DB00943	DB00440	47
DB06228	DB04868	47
DB00567	DB00472	47
DB00461	DB00207	47
DB01233	DB00169	47
DB00567	DB00476	47
DB00567	DB00477	47
DB00788	DB00169	47
DB00461	DB00201	47
DB09183	DB08873	47
DB06282	DB01264	47
DB00317	DB00951	47
DB00866	DB00502	47
DB00866	DB00503	47
DB00461	DB00208	47
DB00866	DB00501	47
DB00688	DB00343	47
DB00468	DB00246	47
DB00773	DB00091	47
DB00215	DB06595	47
DB01628	DB06414	47
DB00455	DB08865	47
DB01050	DB01104	47
DB12332	DB00907	47
DB04572	DB01026	47
DB11613	DB04855	47
DB01426	DB01104	47
DB00814	DB09065	47
DB12332	DB00908	47
DB01544	DB00661	47
DB05271	DB06595	47
DB00936	DB00205	47
DB00175	DB06595	47
DB00936	DB00203	47
DB03128	DB00472	47
DB00655	DB00440	47
DB06210	DB00268	47
DB01039	DB06636	47
DB01074	DB00951	47
DB01028	DB01211	47
DB11575	DB00246	47
DB00347	DB00619	47
DB00736	DB00227	47
DB06708	DB00705	47
DB00877	DB01319	47
DB00568	DB09291	47
DB06016	DB01263	47
DB01103	DB09074	47
DB00624	DB09074	47
DB00530	DB00246	47
DB00213	DB00379	47
DB06770	DB09198	47
DB01094	DB00208	47
DB01094	DB00201	47
DB01094	DB00207	47
DB01228	DB12332	47
DB11915	DB04855	47
DB00370	DB01124	47
DB01016	DB00320	47
DB01016	DB00322	47
DB00384	DB00277	47
DB04841	DB00227	47
DB04841	DB00224	47
DB06210	DB01132	47
DB01431	DB00582	47
DB01621	DB00501	47
DB01621	DB00502	47
DB01621	DB00503	47
DB00276	DB00622	47
DB08875	DB00246	47
DB08875	DB00243	47
DB00755	DB08816	47
DB00349	DB09119	47
DB11575	DB01118	47
DB01105	DB01232	47
DB04846	DB01319	47
DB01211	DB09120	47
DB00945	DB00705	47
DB03128	DB00195	47
DB00724	DB00582	47
DB08893	DB00289	47
DB00877	DB00199	47
DB01097	DB00169	47
DB00612	DB00951	47
DB08893	DB00283	47
DB06209	DB00289	47
DB12161	DB04871	47
DB06209	DB00283	47
DB06209	DB00285	47
DB05039	DB01263	47
DB05039	DB01264	47
DB01283	DB09198	47
DB01129	DB00619	47
DB00845	DB04868	47
DB03128	DB00224	47
DB01138	DB05219	47
DB08893	DB00752	47
DB00316	DB00196	47
DB00440	DB01095	47
DB00575	DB01601	47
DB00328	DB00544	47
DB00208	DB09238	47
DB01558	DB01241	47
DB01171	DB00205	47
DB00708	DB01149	47
DB09076	DB01026	47
DB00932	DB00625	47
DB01236	DB01026	47
DB00263	DB09198	47
DB04846	DB00199	47
DB00477	DB09167	47
DB00477	DB01319	47
DB01200	DB00705	47
DB04846	DB00196	47
DB09570	DB04868	47
DB06777	DB01149	47
DB09183	DB00608	47
DB00363	DB08816	47
DB00734	DB01175	47
DB00717	DB00289	47
DB00717	DB00285	47
DB00717	DB00283	47
DB00612	DB08873	47
DB00277	DB00608	47
DB01074	DB00169	47
DB00674	DB00320	47
DB00440	DB00322	47
DB00440	DB00320	47
DB00363	DB00169	47
DB06737	DB00203	47
DB01035	DB00908	47
DB00972	DB00285	47
DB01060	DB00215	47
DB01060	DB00705	47
DB01035	DB00907	47
DB05271	DB00195	47
DB06595	DB04868	47
DB08875	DB09074	47
DB11362	DB00188	47
DB01097	DB05219	47
DB00678	DB01263	47
DB00313	DB00208	47
DB00678	DB01264	47
DB09082	DB00619	47
DB00313	DB00205	47
DB00313	DB00203	47
DB06148	DB04572	47
DB01098	DB09120	47
DB04938	DB05219	47
DB00240	DB01167	47
DB06148	DB00661	47
DB05676	DB05521	47
DB00451	DB06636	47
DB01355	DB00622	47
DB00448	DB00322	47
DB00448	DB00320	47
DB01403	DB00705	47
DB04871	DB00398	47
DB09555	DB01232	47
DB00208	DB01149	47
DB01320	DB01685	47
DB01227	DB00263	47
DB00624	DB01241	47
DB01171	DB00446	47
DB00938	DB01149	47
DB01171	DB00440	47
DB00316	DB00501	47
DB00316	DB00502	47
DB00316	DB00503	47
DB06209	DB00705	47
DB01128	DB00661	47
DB06268	DB00359	47
DB01221	DB01118	47
DB01018	DB08865	47
DB00933	DB00622	47
DB06737	DB00208	47
DB06016	DB00679	47
DB00694	DB00705	47
DB01194	DB00091	47
DB01156	DB08816	47
DB00245	DB00176	47
DB00608	DB01403	47
DB00808	DB00176	47
DB01221	DB00440	47
DB06737	DB00205	47
DB01215	DB00254	47
DB01215	DB00257	47
DB00783	DB01101	47
DB01075	DB00398	47
DB09048	DB09118	47
DB00683	DB00270	47
DB00476	DB09291	47
DB08868	DB12332	47
DB01058	DB00246	47
DB01058	DB00243	47
DB09068	DB00582	47
DB01591	DB00520	47
DB00327	DB00246	47
DB00327	DB00243	47
DB01591	DB00525	47
DB00927	DB00951	47
DB00472	DB00263	47
DB00472	DB00268	47
DB00184	DB05219	47
DB00195	DB01611	47
DB01221	DB00997	47
DB00908	DB06636	47
DB09555	DB00188	47
DB00402	DB00468	47
DB00917	DB00208	47
DB00637	DB00932	47
DB00917	DB00207	47
DB00917	DB00201	47
DB03128	DB06595	47
DB01131	DB00208	47
DB01131	DB00203	47
DB01131	DB00201	47
DB01131	DB00207	47
DB06710	DB00270	47
DB08816	DB00285	47
DB00904	DB00951	47
DB06626	DB00215	47
DB06626	DB00213	47
DB00924	DB09198	47
DB00518	DB00661	47
DB00972	DB00289	47
DB12483	DB01072	47
DB00694	DB01072	47
DB01424	DB00661	47
DB04930	DB01319	47
DB00250	DB00412	47
DB01054	DB00289	47
DB01015	DB00257	47
DB00468	DB01156	47
DB01015	DB00254	47
DB01392	DB09291	47
DB00549	DB00582	47
DB00608	DB09054	47
DB00359	DB01211	47
DB01156	DB00951	47
DB00477	DB06595	47
DB00454	DB00283	47
DB09068	DB01232	47
DB00332	DB00619	47
DB00738	DB01263	47
DB09389	DB00619	47
DB00454	DB00289	47
DB01576	DB00458	47
DB00396	DB00177	47
DB00396	DB00176	47
DB00836	DB00196	47
DB00468	DB05219	47
DB00836	DB00195	47
DB01296	DB00472	47
DB00455	DB01012	47
DB00404	DB01118	47
DB00788	DB00281	47
DB00446	DB09118	47
DB00446	DB09119	47
DB00836	DB00199	47
DB00404	DB00243	47
DB01058	DB09074	47
DB00404	DB00246	47
DB06770	DB00472	47
DB00153	DB01026	47
DB01156	DB00482	47
DB06770	DB00476	47
DB06770	DB00477	47
DB00904	DB01601	47
DB00435	DB00176	47
DB00617	DB00177	47
DB00617	DB00176	47
DB01223	DB09167	47
DB00682	DB01259	47
DB06626	DB08865	47
DB00836	DB00715	47
DB08918	DB06708	47
DB00499	DB01171	47
DB00373	DB00215	47
DB00818	DB09074	47
DB11614	DB01241	47
DB01085	DB00619	47
DB11614	DB01242	47
DB06282	DB05521	47
DB00469	DB01118	47
DB00675	DB01167	47
DB00962	DB01118	47
DB01234	DB00176	47
DB00402	DB08873	47
DB00997	DB00857	47
DB00586	DB00472	47
DB00343	DB00313	47
DB00571	DB01072	47
DB06287	DB01149	47
DB00571	DB01075	47
DB05039	DB09074	47
DB01198	DB01259	47
DB00749	DB06595	47
DB00661	DB00582	47
DB00481	DB00289	47
DB00661	DB00584	47
DB00481	DB00285	47
DB00294	DB00343	47
DB00481	DB00283	47
DB04840	DB09291	47
DB00184	DB06708	47
DB01191	DB00472	47
DB04898	DB00224	47
DB01191	DB00477	47
DB01349	DB00289	47
DB00398	DB00320	47
DB01349	DB00283	47
DB01349	DB00285	47
DB09080	DB12332	47
DB06697	DB00313	47
DB00757	DB01149	47
DB00468	DB01012	47
DB01037	DB00270	47
DB01037	DB00273	47
DB01037	DB00277	47
DB01175	DB09074	47
DB01601	DB00283	47
DB01256	DB00227	47
DB00829	DB00343	47
DB00997	DB01248	47
DB01020	DB00705	47
DB00371	DB00705	47
DB00433	DB08865	47
DB01355	DB01232	47
DB00912	DB00678	47
DB00471	DB00196	47
DB01355	DB00549	47
DB01355	DB00544	47
DB00471	DB00199	47
DB00912	DB00675	47
DB01009	DB00359	47
DB00759	DB00619	47
DB00296	DB00379	47
DB04871	DB06708	47
DB01240	DB00338	47
DB00471	DB04868	47
DB00751	DB00482	47
DB06268	DB01124	47
DB00184	DB00705	47
DB09183	DB06697	47
DB00475	DB01026	47
DB01190	DB00257	47
DB01190	DB00254	47
DB00748	DB00289	47
DB04572	DB00203	47
DB00266	DB00224	47
DB00266	DB00227	47
DB00377	DB00188	47
DB00748	DB00285	47
DB00589	DB00857	47
DB00347	DB01132	47
DB00696	DB00254	47
DB00696	DB00257	47
DB00673	DB00257	47
DB00673	DB00254	47
DB01138	DB01026	47
DB00472	DB09119	47
DB01037	DB00188	47
DB00499	DB00188	47
DB01037	DB00184	47
DB00471	DB06636	47
DB00246	DB09065	47
DB08883	DB08873	47
DB06603	DB00283	47
DB00946	DB00091	47
DB00296	DB01026	47
DB00321	DB00359	47
DB00641	DB00227	47
DB00567	DB00257	47
DB00567	DB00254	47
DB05294	DB09074	47
DB01303	DB09198	47
DB01357	DB05219	47
DB00866	DB00363	47
DB00356	DB00333	47
DB01196	DB00582	47
DB00731	DB09039	47
DB01248	DB01091	47
DB01248	DB01099	47
DB00333	DB09120	47
DB00370	DB00549	47
DB00433	DB00472	47
DB01261	DB00289	47
DB00433	DB00477	47
DB01261	DB00285	47
DB01261	DB00283	47
DB01219	DB00661	47
DB00592	DB00908	47
DB01274	DB01026	47
DB00490	DB00496	47
DB00409	DB00289	47
DB01409	DB00199	47
DB00409	DB00285	47
DB01409	DB00195	47
DB00440	DB01259	47
DB01274	DB01029	47
DB01041	DB00091	47
DB00570	DB01403	47
DB00943	DB01072	47
DB00307	DB00398	47
DB00960	DB00857	47
DB00943	DB01075	47
DB00440	DB12332	47
DB00546	DB00320	47
DB00661	DB00503	47
DB00216	DB00582	47
DB00820	DB12332	47
DB00320	DB00220	47
DB00320	DB00227	47
DB00320	DB00224	47
DB11915	DB00932	47
DB06204	DB00238	47
DB05246	DB06413	47
DB01409	DB00220	47
DB00921	DB00608	47
DB01409	DB00224	47
DB01409	DB00227	47
DB00370	DB00277	47
DB01008	DB00263	47
DB01129	DB00752	47
DB00276	DB01075	47
DB01429	DB00195	47
DB08922	DB08880	47
DB01074	DB00363	47
DB08895	DB12332	47
DB00753	DB00398	47
DB01142	DB01029	47
DB00624	DB04855	47
DB00738	DB09054	47
DB00623	DB00169	47
DB05541	DB00169	47
DB00567	DB00619	47
DB00343	DB09570	47
DB00870	DB00398	47
DB05351	DB00203	47
DB01002	DB00207	47
DB01002	DB00201	47
DB01002	DB00203	47
DB06595	DB00320	47
DB01002	DB00208	47
DB00582	DB00501	47
DB00987	DB00224	47
DB00987	DB00227	47
DB00987	DB00220	47
DB00590	DB06708	47
DB01183	DB00619	47
DB00317	DB01104	47
DB01426	DB00176	47
DB00250	DB01118	47
DB00570	DB00468	47
DB00448	DB00951	47
DB06176	DB00472	47
DB01544	DB01072	47
DB01426	DB04871	47
DB00726	DB09054	47
DB09123	DB00091	47
DB00987	DB09065	47
DB04574	DB00176	47
